record,split,start_sample,end_sample,duration_s,peak_rel,matched
1014,TEST,1943,2609,166.5,1.048946015424164,1
1014,TEST,2758,2992,58.5,0.602262210796915,1
1014,TEST,3357,3507,37.5,0.8491516709511564,1
1014,TEST,3959,4119,40.0,0.7025192802056552,1
1014,TEST,4555,4754,49.75,0.8713624678663234,1
1014,TEST,5021,5196,43.75,0.6004113110539844,1
1014,TEST,5686,5982,74.0,0.9338817480719791,1
1014,TEST,6365,6505,35.0,0.5952699228791771,1
1014,TEST,7496,7662,41.5,0.7460154241645242,1
1014,TEST,8028,8138,27.5,0.5931105398457581,1
1014,TEST,8625,8844,54.75,0.8434961439588685,1
1014,TEST,9254,9470,54.0,0.7256555269922876,1
1014,TEST,10361,10746,96.25,0.9171208226221076,1
1014,TEST,10833,11111,69.5,0.5550642673521848,1
1014,TEST,11558,11715,39.25,0.6007197943444728,1
1014,TEST,12816,13308,123.0,0.5699742930591257,1
1014,TEST,13997,14190,48.25,1.0434387517187778,1
1014,TEST,14518,14724,51.5,1.207243378968135,1
1014,TEST,15058,15281,55.75,0.8857583547557837,1
1014,TEST,15554,15746,48.0,1.1596915167095112,1
1014,TEST,15859,16101,60.5,0.8627249357326475,1
1014,TEST,16101,16778,169.25,0.9249065372911645,1
1014,TEST,16778,17380,150.5,1.2828791773778918,1
1015,DEV,824,1021,49.25,0.562521030532676,1
1015,DEV,1279,2072,198.25,0.9417301866667892,1
1015,DEV,2250,2337,21.75,0.7111623988593777,0
1015,DEV,6061,6410,87.25,0.8258497006672402,0
1015,DEV,6410,6615,51.25,0.7684034977795756,0
1015,DEV,7040,7361,80.25,1.010050765877138,1
1015,DEV,8597,8808,52.75,0.6941904525039134,1
1015,DEV,8987,9550,140.75,1.0099044665193921,1
1015,DEV,9877,10025,37.0,0.6388892952759937,1
1015,DEV,10226,10595,92.25,0.8878908021593784,1
1015,DEV,11045,11347,75.5,0.9380714818661946,1
1015,DEV,12051,12291,60.0,0.7765569909148099,1
1015,DEV,12611,12854,60.75,0.9297324184746828,1
1015,DEV,12999,13521,130.5,0.9843020789138734,1
1015,DEV,14259,14547,72.0,1.260515266337981,1
1015,DEV,14547,15285,184.5,0.992933741020877,0
1015,DEV,15413,15631,54.5,0.5876845200649569,1
1015,DEV,15631,16275,161.0,1.3480022822699809,1
1016,TEST,1193,1281,22.0,0.8323309945022249,0
1016,TEST,1802,1916,28.5,0.7981127688975719,1
1016,TEST,3829,4079,62.5,0.5737412073985678,0
1016,TEST,4779,5220,110.25,0.8024877018515915,1
1016,TEST,5314,5694,95.0,0.5649913414905285,0
1016,TEST,6298,6578,70.0,0.5103046795652838,0
1016,TEST,6578,6788,52.5,0.8667054677123788,0
1016,TEST,6883,7471,147.0,0.6481150676169006,1
1016,TEST,7471,7574,25.75,0.6913956543405942,0
1016,TEST,8006,8112,26.5,0.5935846532971565,1
1016,TEST,9056,9294,59.5,0.7090516337621732,0
1016,TEST,9377,10149,193.0,1.1217015598895201,0
1017,DEV,2137,2394,64.25,0.6488055479966028,1
1017,DEV,2708,2892,46.0,0.858504646694539,1
1017,DEV,2892,3562,167.5,1.1642348268752853,1
1017,DEV,3869,4066,49.25,0.8219742885650912,1
1017,DEV,4326,4522,49.0,0.9939885708631229,1
1017,DEV,4765,5026,65.25,0.8728529137702138,1
1017,DEV,5283,5528,61.25,1.0084192992438301,1
1017,DEV,5726,5929,50.75,0.6880571291921268,1
1017,DEV,6124,6448,81.0,1.095086130833107,1
1017,DEV,6448,6704,64.0,0.8472074479050709,0
1017,DEV,6704,7007,75.75,0.6597729015659404,1
1017,DEV,8101,8330,57.25,0.9022915996668567,1
1017,DEV,8623,8839,54.0,0.7320914660795425,1
1017,DEV,9101,9258,39.25,0.7104866041609978,1
1017,DEV,9718,9927,52.25,1.0301890837724401,1
1017,DEV,10116,10277,40.25,0.6424560275090917,1
1017,DEV,10557,10696,34.75,0.5596648772563477,1
1017,DEV,11394,11614,55.0,0.7112287559062912,1
1017,DEV,11940,12130,47.5,0.8499286709711471,1
1017,DEV,12740,13048,77.0,0.7599633871805658,1
1017,DEV,13048,13479,107.75,1.2157939226640537,1
1017,DEV,13479,13709,57.5,0.7663953689731089,1
1018,TEST,159,471,78.0,0.9872714572012586,1
1018,TEST,628,904,69.0,0.8953908418318206,1
1018,TEST,1607,1850,60.75,0.8490053761269009,1
1018,TEST,2279,2926,161.75,0.9785463600053237,1
1018,TEST,2926,3508,145.5,0.9956472765659594,1
1018,TEST,3508,4041,133.25,1.2773666603126197,1
1018,TEST,4041,4503,115.5,0.7736258446534329,1
1018,TEST,4997,5255,64.5,1.1194245947453878,1
1018,TEST,5557,5727,42.5,0.7444234785282626,1
1018,TEST,6035,6189,38.5,0.6179683636427032,1
1018,TEST,6626,6813,46.75,0.6013194536871946,1
1018,TEST,7349,7535,46.5,0.7798278197877017,1
1018,TEST,8004,8240,59.0,0.5679326021721373,1
1018,TEST,8708,8896,47.0,0.6622170708506594,1
1018,TEST,9589,9781,48.0,0.9090126772499642,1
1018,TEST,10611,11385,193.5,0.996959423184333,0
1018,TEST,11481,11615,33.5,1.0342113052653563,1
1018,TEST,12149,12694,136.25,1.0412232804196804,1
1018,TEST,12694,12995,75.25,0.8653871912702894,1
1018,TEST,13115,13473,89.5,0.7799168513917419,1
1018,TEST,13473,13804,82.75,0.630221713281892,1
1018,TEST,14054,14275,55.25,0.9250943858628794,1
1018,TEST,14784,14980,49.0,0.5500932696457547,1
1019,DEV,5717,6639,230.5,1.022800657527814,1
1019,DEV,7080,7315,58.75,0.7738427216954802,1
1019,DEV,7315,8073,189.5,1.0490357237208998,1
1019,DEV,8953,9132,44.75,0.9384081369066811,1
1019,DEV,9132,9718,146.5,0.8765814424516369,1
1019,DEV,9891,10051,40.0,0.6668186055115563,1
1019,DEV,10424,10538,28.5,0.60322306043972,1
1019,DEV,10896,11055,39.75,0.5667141221710142,1
1019,DEV,11253,11471,54.5,0.5966184283911099,1
1019,DEV,11615,11773,39.5,0.6575278128394029,1
1020,TEST,4829,5034,51.25,0.6468590481045444,1
1020,TEST,5937,6205,67.0,0.8766007867018456,1
1020,TEST,6573,6764,47.75,0.7315913834792613,1
1020,TEST,7180,7379,49.75,0.682680848425563,1
1020,TEST,8417,8594,44.25,0.7791241569821511,1
1020,TEST,8985,9209,56.0,0.8394012248300186,1
1020,TEST,10273,10444,42.75,0.6117261285589303,1
1020,TEST,12344,12543,49.75,0.5480046568340416,1
1020,TEST,12820,12929,27.25,0.6523700943077783,0
1020,TEST,14841,15004,40.75,1.2492852861955182,0
1020,TEST,15004,15293,72.25,1.2165634493638187,1
1020,TEST,15293,15600,76.75,1.303017986677046,1
1020,TEST,15600,15902,75.5,0.8859006771698023,1
1020,TEST,16155,16303,37.0,0.7470912009258557,1
1022,DEV,329,639,77.5,1.1309763067621812,1
1022,DEV,639,857,54.5,0.756553770930495,1
1022,DEV,1574,1801,56.75,0.5131791226398992,1
1022,DEV,2034,2175,35.25,0.7279214593668956,1
1022,DEV,2925,3173,62.0,0.6354170681614202,1
1022,DEV,8155,8338,45.75,0.8584187255317627,1
1022,DEV,8644,8802,39.5,0.5594313182426368,1
1022,DEV,9151,9355,51.0,1.1111539372181507,1
1022,DEV,9643,9782,34.75,0.6764383606900387,1
1022,DEV,10182,10413,57.75,0.9803813603651721,1
1022,DEV,10722,10856,33.5,0.6288096116467433,1
1022,DEV,11300,11479,44.75,0.7003455725367473,1
1022,DEV,11835,12035,50.0,0.667353107982358,1
1022,DEV,12365,12533,42.0,0.7273708379906726,1
1022,DEV,12908,13150,60.5,1.1037205486391393,1
1022,DEV,13465,13669,51.0,0.938534135772219,1
1022,DEV,13924,14119,48.75,1.0101149146812178,1
1022,DEV,14388,14559,42.75,0.8069356268549058,1
1022,DEV,15053,15398,86.25,1.402707955928265,1
1023,TEST,681,1020,84.75,0.5376893921785564,0
1023,TEST,1356,1447,22.75,0.7958422819103934,0
1023,TEST,5214,5419,51.25,0.5468316613827451,0
1023,TEST,5956,6301,86.25,0.9808570180087209,1
1023,TEST,6301,6512,52.75,0.7239437579994857,1
1023,TEST,7087,7407,80.0,0.7547795473492069,1
1023,TEST,7407,7665,64.5,0.6323661122422733,1
1023,TEST,7933,8130,49.25,0.7175906556711512,1
1023,TEST,9016,9412,99.0,1.0092135479132385,1
1023,TEST,9877,10111,58.5,0.9174809484407009,1
1023,TEST,10533,10741,52.0,0.7880945961441319,1
1023,TEST,11070,11237,41.75,0.6816413937156973,1
1023,TEST,11536,11755,54.75,0.7831360772537245,1
1023,TEST,12140,12323,45.75,0.8720795098504078,1
1023,TEST,12718,12918,50.0,0.9193403930246038,1
1023,TEST,13408,13748,85.0,1.0208350765626308,1
1023,TEST,13841,14238,99.25,0.7677956594365265,0
1023,TEST,15881,16173,73.0,0.7335508883496501,0
1023,TEST,16173,16538,91.25,1.906395559646334,1
1024,DEV,0,224,56.0,1.0473300970873787,1
1024,DEV,346,497,37.75,0.5591859596713965,1
1024,DEV,7258,7727,117.25,1.2390776699029125,1
1024,DEV,7727,8029,75.5,0.5399551904406272,0
1024,DEV,10161,10256,23.75,0.6747572815533978,0
1024,DEV,10256,10509,63.25,0.9494025392083643,1
1024,DEV,10875,11115,60.0,1.026138909634055,1
1024,DEV,11255,11465,52.5,0.8706123973114261,1
1024,DEV,11697,11918,55.25,1.0496639283047047,1
1024,DEV,12290,12497,51.75,0.9744212098581029,1
1024,DEV,13263,13484,55.25,1.087394177582155,1
1024,DEV,13707,13903,49.0,0.6403397263756693,1
1024,DEV,14258,14453,48.75,0.9339058999253174,1
1024,DEV,14727,14961,58.5,1.0296863330843913,1
1024,DEV,15250,15456,51.5,1.013062132993601,1
1025,TEST,289,450,40.25,0.944884853318653,1
1025,TEST,625,802,44.25,1.084856039181443,1
1025,TEST,958,1095,34.25,0.6341551686028446,1
1025,TEST,1228,1362,33.5,0.7638110176390119,1
1025,TEST,1474,1647,43.25,0.7196931155189943,1
1025,TEST,1736,1936,50.0,0.8065006423522665,1
1025,TEST,1936,2157,55.25,0.7368324444001522,1
1025,TEST,2157,2305,37.0,0.7412759741100821,1
1025,TEST,2425,2701,69.0,0.5743262150084322,1
1025,TEST,2701,2862,40.25,0.5425867170803619,0
1025,TEST,3954,4163,52.25,0.748576058633538,1
1025,TEST,5234,5696,115.5,1.4774633794242087,1
1025,TEST,6150,6353,50.75,1.0358865280924203,1
1025,TEST,6598,6782,46.0,0.9048930859292844,1
1025,TEST,7053,7239,46.5,0.9493283830285829,1
1025,TEST,7791,8009,54.5,1.2635494125164788,1
1025,TEST,8009,8227,54.5,0.941710903525846,0
1025,TEST,8227,8441,53.5,0.8178081834836842,1
1025,TEST,8615,8783,42.0,0.7870471034765474,1
1025,TEST,8931,9100,42.25,0.6405030681884587,1
1025,TEST,9293,9443,37.5,0.7592087904394417,1
1025,TEST,9696,9867,42.75,0.680812230557108,1
1025,TEST,10013,10169,39.0,0.5795632321665638,1
1025,TEST,10381,10553,43.0,0.7493695460817398,1
1025,TEST,10797,10952,38.75,0.5773414673115989,1
1025,TEST,11161,11317,39.0,0.8503011494930035,1
1025,TEST,11502,11698,49.0,0.6125723100117568,1
1025,TEST,12083,12269,46.5,0.6236811342865815,1
1025,TEST,13307,13422,28.75,0.6443118079398272,1
1025,TEST,14956,15119,40.75,1.138178395700601,1
1026,DEV,3891,4120,57.25,0.8478399491190579,1
1026,DEV,4813,5044,57.75,0.788698543049704,1
1026,DEV,5314,5532,54.5,0.7363236871547042,1
1026,DEV,9049,9135,21.5,0.6185681386659461,1
1026,DEV,13700,14223,130.75,1.3069932186205355,0
1026,DEV,14223,14547,81.0,1.1059355057694178,0
1026,DEV,14781,14869,22.0,0.739047882679444,0
1027,TEST,835,1156,80.25,0.6532988021341544,1
1027,TEST,4552,4711,39.75,0.5391528777147495,1
1027,TEST,6720,6892,43.0,1.3387478373707864,0
1027,TEST,6974,7228,63.5,1.4755431625421205,1
1028,DEV,3008,3302,73.5,1.487318224592357,0
1028,DEV,4259,4537,69.5,0.9049241641999985,0
1028,DEV,11675,11885,52.5,1.326266033363167,1
1028,DEV,11885,12058,43.25,1.294428764828714,1
1028,DEV,12232,12414,45.5,1.4097313049264635,0
1028,DEV,12414,12661,61.75,0.6358849039719167,1
1028,DEV,19742,19888,36.5,0.8773784057705636,1
1028,DEV,20583,21243,165.0,0.9663041233565121,1
1028,DEV,21243,21600,89.25,1.1386055535084365,0
1029,TEST,1820,2097,69.25,0.6744449048655001,0
1029,TEST,3422,4335,228.25,1.7192409958907438,1
1029,TEST,4335,4431,24.0,0.7545150039711324,0
1029,TEST,12949,13086,34.25,0.5151574484226734,0
1030,DEV,73,311,59.5,1.1345268301851326,1
1030,DEV,620,1028,102.0,1.4041208533032605,1
1030,DEV,1406,1655,62.25,1.1045719387275628,1
1030,DEV,1790,2187,99.25,0.6128418381731039,1
1030,DEV,2187,2577,97.5,1.1310027253077715,1
1030,DEV,3989,4481,123.0,0.7796494690348649,1
1030,DEV,4481,4913,108.0,0.6465557748331922,1
1030,DEV,4913,5125,53.0,0.6177755850014095,1
1030,DEV,5657,5869,53.0,0.8563574851987592,1
1030,DEV,6248,6403,38.75,0.6817968236068036,1
1030,DEV,6719,6892,43.25,0.6815618832816462,1
1030,DEV,7232,7389,39.25,0.5155765435579361,1
1030,DEV,7765,7969,51.0,0.942110703881214,1
1030,DEV,8332,8476,36.0,0.6779203082417063,1
1030,DEV,8855,9095,60.0,0.834155624471384,1
1030,DEV,10045,10249,51.0,0.6524292829621273,1
1030,DEV,10656,10886,57.5,0.5548115778592235,0
1031,TEST,430,727,74.25,1.1042088553967302,1
1031,TEST,823,1234,102.75,1.1795864494012476,0
1031,TEST,1587,1678,22.75,0.8604577624671758,1
1031,TEST,2266,2428,40.5,0.7009231294738597,1
1031,TEST,2519,2751,58.0,0.516892210898344,0
1031,TEST,4538,4768,57.5,0.6241406544977218,1
1031,TEST,10749,11923,293.5,1.2102272684143542,1
1031,TEST,12716,12833,29.25,0.5033060357014941,1
1031,TEST,14108,14732,156.0,0.623317249940337,0
1031,TEST,14732,15023,72.75,0.615700757784527,0
1032,DEV,421,586,41.25,0.8479329812420324,1
1032,DEV,1314,1502,47.0,0.9577490438900017,1
1032,DEV,1954,2123,42.25,0.9129484611181933,1
1032,DEV,2524,2678,38.5,0.7149881624476415,1
1032,DEV,3062,3231,42.25,0.9193225277727188,1
1032,DEV,3593,3809,54.0,1.0493534875250408,1
1032,DEV,4001,4291,72.5,0.8300855946093607,1
1032,DEV,4291,4563,68.0,0.6627208158805318,0
1032,DEV,4702,4816,28.5,0.6825714806046257,1
1032,DEV,5052,5156,26.0,0.5581861227463122,1
1032,DEV,7783,8010,56.75,1.928064104898925,1
1032,DEV,8500,8684,46.0,0.6104534693134218,1
1032,DEV,11459,11666,51.75,0.9253323620469859,1
1032,DEV,12150,12696,136.5,0.7781824804225095,1
1032,DEV,12900,13171,67.75,1.0356947732653432,1
1032,DEV,13858,14186,82.0,0.5915133855399745,0
1032,DEV,14503,14620,29.25,0.5763977417592423,0
1032,DEV,15094,15206,28.0,0.5017301038062282,0
1032,DEV,18047,18356,77.25,1.2107084319796029,1
1032,DEV,18356,19035,169.75,2.5063841842206447,0
1033,TEST,642,845,50.75,1.007412361326243,1
1033,TEST,1491,1695,51.0,0.5213361488245691,1
1033,TEST,6119,6218,24.75,0.9911423196517929,1
1033,TEST,6328,6601,68.25,0.7099358682948523,1
1033,TEST,13808,14474,166.5,1.2664596306661797,1
1033,TEST,14631,15085,113.5,0.7367314568534716,0
1034,DEV,1339,1653,78.5,0.8602194419504915,0
1034,DEV,6289,6468,44.75,1.5500592255144758,0
1034,DEV,6851,7084,58.25,1.0744726746965476,0
1034,DEV,7084,7565,120.25,1.011508459358931,0
1034,DEV,7565,7998,108.25,0.9669088068281193,0
1034,DEV,8145,8263,29.5,0.5200377785292025,0
1034,DEV,8971,9099,32.0,0.6232291314436293,1
1034,DEV,9204,9675,117.75,0.8269883283000827,1
1034,DEV,9852,10382,132.5,1.0575656168744099,1
1034,DEV,10518,10898,95.0,0.8316523442510173,1
1034,DEV,11054,11527,118.25,0.757319590032998,1
1034,DEV,11670,11931,65.25,0.6987278896493826,1
1034,DEV,12043,12417,93.5,1.0048039364294625,1
1034,DEV,12681,12833,38.0,1.0878817205554843,1
1034,DEV,12975,13250,68.75,0.8957825635763674,1
1034,DEV,13391,13688,74.25,1.1939880834392453,1
1035,TEST,11240,11651,102.75,0.5740215740830142,1
1035,TEST,12309,12439,32.5,0.6412760130954163,1
1035,TEST,12598,12723,31.25,0.5012814548901553,1
1035,TEST,12892,13023,32.75,0.6005722661564259,1
1035,TEST,13158,13299,35.25,0.5615142232715725,1
1035,TEST,13671,13966,73.75,1.376796011691083,1
1035,TEST,13966,14314,87.0,1.1185301887951702,1
1035,TEST,14314,14759,111.25,1.2215512625841516,1
1035,TEST,14914,15013,24.75,0.5015008820973735,1
1036,DEV,108,258,37.5,0.743978243978244,1
1036,DEV,659,811,38.0,0.7062937062937062,1
1036,DEV,1393,1583,47.5,0.5625485625485626,0
1036,DEV,1705,2267,140.5,0.710955710955711,0
1036,DEV,5603,6288,171.25,0.5350824885708607,0
1036,DEV,7863,8134,67.75,0.831002331002331,1
1036,DEV,8647,8806,39.75,0.8065268065268067,1
1036,DEV,9676,9927,62.75,0.541958041958042,0
1036,DEV,10284,10441,39.25,0.9118104118104119,1
1036,DEV,11153,11370,54.25,1.1565656565656566,1
1036,DEV,11452,11678,56.5,1.1371406371406372,1
1036,DEV,11678,11940,65.5,1.4017094017094018,1
1036,DEV,12036,12220,46.0,1.0085470085470085,1
1036,DEV,12220,12501,70.25,0.9160839160839163,1
1036,DEV,12599,12717,29.5,0.5613830613830615,0
1036,DEV,12872,13092,55.0,0.7972027972027973,0
1036,DEV,13092,13255,40.75,0.5229215229215229,0
1036,DEV,13255,13423,42.0,0.6029526029526029,0
1036,DEV,13423,13609,46.5,0.6666666666666666,0
1036,DEV,13903,14226,80.75,0.8313908313908314,0
1036,DEV,14226,14499,68.25,0.6324786324786325,0
1036,DEV,14499,14801,75.5,0.8947163947163945,0
1036,DEV,14801,14935,33.5,0.8865578865578866,0
1036,DEV,14935,15094,39.75,1.0050505050505052,0
1036,DEV,15217,15438,55.25,0.6437451437451438,0
1036,DEV,15535,15736,50.25,0.7012432012432013,0
1036,DEV,15823,15951,32.0,0.7672882672882673,0
1037,TEST,284,483,49.75,1.0467408828510965,1
1037,TEST,705,910,51.25,0.8020732286386622,1
1037,TEST,1167,1364,49.25,1.009093530546099,1
1037,TEST,1608,1766,39.5,0.8671734476564719,1
1037,TEST,1987,2191,51.0,0.761455829350115,1
1037,TEST,2384,2570,46.5,0.5793999764125164,1
1037,TEST,3551,3741,47.5,0.6005113914577493,1
1037,TEST,3929,4078,37.25,0.8129901580917105,1
1037,TEST,4336,4512,44.0,1.0209737184802987,1
1037,TEST,4741,4891,37.5,0.7400233281444982,1
1037,TEST,5232,5461,57.25,0.9638203819319872,1
1037,TEST,5982,6178,49.0,0.8824250402747011,1
1037,TEST,6475,6645,42.5,0.8033575732801972,1
1037,TEST,7064,7272,52.0,0.9024126537585909,1
1037,TEST,7823,7999,44.0,0.888044048081417,1
1037,TEST,8361,8549,47.0,0.8035181163603892,1
1037,TEST,8921,9103,45.5,0.6889706286434786,1
1037,TEST,9472,9683,52.75,0.8219002990423601,1
1037,TEST,10344,10590,61.5,0.7082357982665047,1
1037,TEST,10892,11021,32.25,0.563024582232944,1
1037,TEST,11414,11852,109.5,0.7236479339649259,1
1037,TEST,11852,12302,112.5,1.1206956702148738,1
1037,TEST,12302,12776,118.5,1.1783862086084427,1
1037,TEST,12776,13083,76.75,0.9203934787400823,1
1037,TEST,13550,13674,31.0,0.541913167187711,1
1037,TEST,14053,14182,32.25,0.9542680686605701,0
1037,TEST,14182,14321,34.75,1.0269451379264605,0
1037,TEST,14321,14684,90.75,1.072508047221895,0
1037,TEST,14684,15076,98.0,1.0212948046406827,0
1037,TEST,15076,15330,63.5,0.9155771863343257,0
1038,DEV,0,159,39.75,1.2305066680417847,1
1038,DEV,1122,1266,36.0,1.211285283907829,1
1038,DEV,2023,2301,69.5,0.7960560214551627,1
1038,DEV,2917,3149,58.0,0.7591814918509726,1
1038,DEV,4130,4467,84.25,1.1478697967589953,1
