record,n_samples,duration_min,n_contractions,n_truncated,dataloss_0,dataloss_1,dataloss_2,excluded,exclusion_reason
1086,15600,65.0,9,0,22.78409090909091,21.401515151515152,15.376984126984127,False,
1087,19200,80.0,0,0,27.885802469135804,38.24074074074074,52.83653846153846,True,no_annotation
1088,21600,90.0,28,0,2.875,8.527777777777779,38.25,False,
1089,16800,70.0,10,0,14.257246376811594,23.641304347826086,29.166666666666668,False,
1090,16800,70.0,17,0,10.19927536231884,2.13768115942029,32.11805555555556,False,
1091,15600,65.0,0,0,14.526515151515152,28.939393939393938,38.333333333333336,True,no_annotation
1092,16800,70.0,15,0,32.35507246376812,0.0,6.388888888888889,False,
1093,15600,65.0,9,1,0.0,59.98106060606061,1.2896825396825398,False,
1094,21600,90.0,6,0,16.65277777777778,8.63888888888889,23.805555555555557,False,
1095,16800,70.0,0,0,0.0,42.6268115942029,0.5555555555555556,True,no_annotation
1096,19200,80.0,16,0,40.833333333333336,11.604938271604938,31.314102564102566,False,
1097,16800,70.0,2,0,0.0,0.0,4.166666666666667,False,
1098,19200,80.0,20,0,51.55864197530864,0.07716049382716049,1.1538461538461537,False,
1099,18000,75.0,12,0,25.016666666666666,1.8833333333333333,28.383333333333333,False,
1100,18000,75.0,13,0,2.9,6.333333333333333,28.45,False,
1101,15600,65.0,14,0,26.950757575757574,0.13257575757575757,5.9523809523809526,False,
1102,15620,65.08333333333333,12,0,14.431818181818182,21.439393939393938,0.09881422924901186,False,
1103,15600,65.0,22,0,5.549242424242424,0.0,0.0,False,
1104,18000,75.0,0,0,5.316666666666666,5.266666666666667,15.416666666666666,True,no_annotation
1105,19200,80.0,0,0,46.25,20.169753086419753,15.16025641025641,True,no_annotation
1106,16800,70.0,0,0,0.5978260869565217,12.409420289855072,21.70138888888889,True,no_annotation
1107,16800,70.0,21,0,6.304347826086956,30.579710144927535,33.87152777777778,False,
1108,20400,85.0,14,0,95.19345238095238,1.5625,17.5,False,
1109,16800,70.0,20,0,14.583333333333334,0.0,0.5381944444444444,False,
1110,16800,70.0,33,0,0.2717391304347826,0.14492753623188406,9.479166666666666,False,
1111,18000,75.0,15,0,0.4166666666666667,0.0,0.13333333333333333,False,
1112,16800,70.0,18,0,17.717391304347824,9.384057971014492,6.788194444444445,False,
1113,18000,75.0,18,0,25.1,4.066666666666666,10.016666666666667,False,
1114,15600,65.0,10,0,0.0,0.5113636363636364,13.78968253968254,False,
1115,16800,70.0,18,0,0.0,1.5217391304347827,10.190972222222221,False,
1116,19200,80.0,8,0,6.54320987654321,7.052469135802469,17.33974358974359,False,
1117,21600,90.0,21,0,27.61111111111111,7.25,24.430555555555557,False,
1118,16800,70.0,6,0,26.757246376811594,9.021739130434783,11.57986111111111,False,
1119,15600,65.0,0,0,54.753787878787875,9.753787878787879,27.103174603174605,True,no_annotation
1120,16800,70.0,11,0,19.07608695652174,17.22826086956522,36.80555555555556,False,
1121,20400,85.0,9,0,20.0,40.23809523809524,44.88505747126437,False,
1122,20400,85.0,12,0,16.636904761904763,12.023809523809524,31.020114942528735,False,
1123,19200,80.0,15,0,12.63888888888889,0.9876543209876543,8.926282051282051,False,
1124,21600,90.0,16,0,44.5,6.041666666666667,13.069444444444445,False,
1125,18000,75.0,7,0,3.066666666666667,30.416666666666668,40.68333333333333,False,
1126,21600,90.0,0,0,1.9027777777777777,1.3472222222222223,17.875,True,no_annotation
1127,16800,70.0,19,0,0.7789855072463768,0.0,2.4305555555555554,False,
1128,18000,75.0,4,0,10.433333333333334,6.366666666666666,31.316666666666666,False,
1129,16820,70.08333333333333,5,0,11.467391304347826,0.5978260869565217,0.9342560553633218,False,
1130,21600,90.0,0,0,33.69444444444444,25.13888888888889,16.51388888888889,True,no_annotation
1131,16800,70.0,10,0,62.68115942028985,8.115942028985508,34.375,False,
1132,16800,70.0,11,0,27.21014492753623,25.815217391304348,16.180555555555557,False,
1133,16800,70.0,5,0,3.2065217391304346,10.344202898550725,34.75694444444444,False,
1134,16800,70.0,4,0,39.78260869565217,48.04347826086956,14.583333333333334,False,
1135,18000,75.0,15,0,5.033333333333333,31.583333333333332,25.1,False,
1136,15600,65.0,28,0,4.90530303030303,7.0643939393939394,24.285714285714285,False,
1137,19200,80.0,16,0,42.96296296296296,15.277777777777779,77.19551282051282,False,
1138,18000,75.0,1,0,7.35,4.333333333333333,36.416666666666664,False,
1139,16800,70.0,25,0,35.1268115942029,1.3224637681159421,1.40625,False,
1140,20400,85.0,25,0,4.494047619047619,2.0982142857142856,51.46551724137931,False,
1141,18000,75.0,2,0,1.0166666666666666,6.25,31.75,False,
1142,16800,70.0,2,0,18.152173913043477,24.547101449275363,11.024305555555555,False,
1143,20400,85.0,23,0,7.023809523809524,4.583333333333333,23.49137931034483,False,
1144,20400,85.0,11,0,41.19047619047619,27.842261904761905,26.278735632183906,False,
1145,16800,70.0,0,0,11.503623188405797,14.184782608695652,35.53819444444444,True,no_annotation
1146,18000,75.0,11,0,54.083333333333336,0.21666666666666667,21.85,False,
1147,18000,75.0,0,0,10.766666666666667,11.816666666666666,24.716666666666665,True,no_annotation
1148,20400,85.0,2,0,13.303571428571429,6.785714285714286,58.87931034482759,False,
1149,16800,70.0,0,0,0.0,4.7101449275362315,6.788194444444445,True,no_annotation
1150,16800,70.0,5,0,0.0,9.583333333333334,31.145833333333332,False,
1151,15600,65.0,0,0,48.390151515151516,11.401515151515152,29.543650793650794,True,no_annotation
1152,19200,80.0,33,0,16.296296296296298,11.75925925925926,13.685897435897436,False,
1153,16800,70.0,22,0,8.931159420289855,0.8152173913043478,3.9583333333333335,False,
1154,20400,85.0,31,0,0.9226190476190477,2.0386904761904763,23.275862068965516,False,
1155,16800,70.0,0,0,0.18115942028985507,0.0,1.6319444444444444,True,no_annotation
1156,21600,90.0,25,0,22.01388888888889,15.444444444444445,49.52777777777778,False,
1157,16800,70.0,0,0,1.1956521739130435,1.9384057971014492,23.333333333333332,True,no_annotation
1158,20400,85.0,0,0,36.63690476190476,11.93452380952381,51.479885057471265,True,no_annotation
1159,18000,75.0,13,0,0.13333333333333333,0.95,4.15,False,
1160,18000,75.0,15,0,42.61666666666667,32.13333333333333,29.0,False,
1161,15600,65.0,5,0,1.0795454545454546,7.253787878787879,13.69047619047619,False,
1162,14400,60.0,14,0,0.1875,0.0,3.1875,False,
1163,15600,65.0,16,0,22.424242424242426,6.818181818181818,36.051587301587304,False,
1164,18000,75.0,0,0,50.86666666666667,36.233333333333334,60.15,True,no_annotation
1165,15600,65.0,4,0,43.08712121212121,0.0,10.05952380952381,False,
1166,16800,70.0,28,0,0.10869565217391304,1.7572463768115942,8.784722222222221,False,
1167,16800,70.0,21,1,0.0,0.0,0.7465277777777778,False,
1168,15600,65.0,0,0,0.5681818181818182,0.7765151515151515,0.2976190476190476,True,no_annotation
1169,15600,65.0,8,0,3.446969696969697,4.223484848484849,22.321428571428573,False,
1170,21600,90.0,9,0,0.2222222222222222,0.0,0.0,False,
1171,18000,75.0,13,0,25.8,15.633333333333333,70.95,False,
1172,19200,80.0,27,0,35.632716049382715,0.4166666666666667,15.080128205128204,False,
1173,19200,80.0,7,0,25.030864197530864,49.83024691358025,75.25641025641026,False,
1174,19200,80.0,29,0,16.651234567901234,29.891975308641975,45.22435897435897,False,
1175,16800,70.0,26,0,1.6485507246376812,2.1557971014492754,9.82638888888889,False,
1176,15600,65.0,26,0,0.24621212121212122,1.2121212121212122,6.488095238095238,False,
1177,15600,65.0,0,0,4.375,1.9507575757575757,20.21825396825397,True,no_annotation
1178,15600,65.0,21,0,55.11363636363637,9.015151515151516,11.845238095238095,False,
1179,18000,75.0,24,0,55.31666666666667,0.7333333333333333,5.716666666666667,False,
1180,19200,80.0,31,0,4.521604938271605,0.0,4.214743589743589,False,
1181,18000,75.0,10,0,8.2,27.983333333333334,28.95,False,
1182,15600,65.0,16,0,31.00378787878788,5.568181818181818,4.226190476190476,False,
1183,20400,85.0,31,0,28.69047619047619,0.0,3.2758620689655173,False,
1184,18000,75.0,16,0,36.43333333333333,14.8,52.96666666666667,False,
1185,18000,75.0,25,0,25.183333333333334,0.45,20.233333333333334,False,
1186,15600,65.0,0,0,25.265151515151516,6.534090909090909,61.74603174603175,True,no_annotation
1187,21600,90.0,3,0,8.61111111111111,23.5,52.833333333333336,False,
1188,15600,65.0,0,0,17.291666666666668,21.571969696969695,0.07936507936507936,True,no_annotation
1189,15600,65.0,22,1,63.46590909090909,3.2386363636363638,0.5555555555555556,False,
1190,16800,70.0,9,0,38.06159420289855,42.53623188405797,1.875,False,
1191,15600,65.0,11,0,57.765151515151516,0.0,1.5674603174603174,False,
1192,16800,70.0,11,0,20.76086956521739,0.0,5.225694444444445,False,
1193,15600,65.0,23,0,11.155303030303031,0.0,0.5753968253968254,False,
1194,16800,70.0,11,0,2.427536231884058,3.1884057971014492,7.170138888888889,False,
1195,16800,70.0,3,0,1.6304347826086956,1.5579710144927537,7.569444444444445,False,
1196,19200,80.0,4,0,29.182098765432098,48.425925925925924,27.19551282051282,False,
1197,16800,70.0,15,0,0.21739130434782608,0.0,0.5208333333333334,False,
1198,15600,65.0,12,0,46.496212121212125,79.73484848484848,10.317460317460318,False,
1199,16800,70.0,9,0,49.492753623188406,43.04347826086956,31.70138888888889,False,
1200,19200,80.0,21,0,7.438271604938271,11.296296296296296,31.987179487179485,False,
1201,19200,80.0,32,1,18.950617283950617,15.123456790123457,16.490384615384617,False,
1202,16800,70.0,5,0,9.601449275362318,13.768115942028986,31.05902777777778,False,
1203,18016,75.06666666666666,22,0,1.25,2.683333333333333,6.133643617021277,False,
1204,16800,70.0,0,0,0.2717391304347826,0.7971014492753623,33.541666666666664,True,no_annotation
1205,15600,65.0,0,0,14.640151515151516,3.125,19.821428571428573,True,no_annotation
1206,18000,75.0,17,0,46.6,2.85,24.05,False,
1207,14880,62.0,3,0,5.734126984126984,9.186507936507937,3.9583333333333335,False,
1208,21600,90.0,20,1,12.48611111111111,0.0,0.6111111111111112,False,
1209,16800,70.0,10,0,2.989130434782609,29.14855072463768,0.5729166666666666,False,
1210,16800,70.0,11,0,46.358695652173914,19.891304347826086,21.475694444444443,False,
1211,20400,85.0,18,0,5.967261904761905,12.946428571428571,25.5316091954023,False,
1212,15600,65.0,5,0,0.20833333333333334,0.0,0.2976190476190476,False,
1213,19200,80.0,15,0,0.0,6.481481481481482,27.596153846153847,False,
1214,16800,70.0,14,1,8.659420289855072,21.61231884057971,41.05902777777778,False,
1215,16800,70.0,14,0,31.068840579710145,38.31521739130435,26.84027777777778,False,
1216,16800,70.0,11,0,0.7608695652173914,87.82608695652173,4.913194444444445,False,
1217,16800,70.0,14,0,0.21739130434782608,28.94927536231884,24.322916666666668,False,
1218,21030,87.625,4,0,26.92528735632184,24.439655172413794,93.34739803094233,False,
1219,16800,70.0,12,0,4.329710144927536,0.5615942028985508,25.27777777777778,False,
1220,18000,75.0,11,0,2.2333333333333334,18.6,35.68333333333333,False,
1221,16800,70.0,30,0,0.0,1.358695652173913,4.878472222222222,False,
1222,18000,75.0,20,0,1.7833333333333334,3.316666666666667,77.81666666666666,False,
1223,15600,65.0,2,0,39.88636363636363,0.1893939393939394,21.746031746031747,False,
1224,15600,65.0,32,1,0.11363636363636363,0.4734848484848485,14.662698412698413,False,
1225,15600,65.0,16,0,32.51893939393939,19.185606060606062,13.432539682539682,False,
1226,15600,65.0,16,0,10.284090909090908,2.537878787878788,6.309523809523809,False,
1227,18000,75.0,1,0,2.55,14.65,51.45,False,
1228,16800,70.0,14,0,23.985507246376812,38.96739130434783,38.923611111111114,False,
1229,16800,70.0,10,0,1.1231884057971016,2.989130434782609,0.4513888888888889,False,
1230,15600,65.0,0,0,0.17045454545454544,3.6553030303030303,12.738095238095237,True,no_annotation
1231,15600,65.0,16,0,0.0,0.0,60.932539682539684,False,
1232,16800,70.0,20,0,7.2101449275362315,9.83695652173913,47.239583333333336,False,
1233,15600,65.0,10,0,0.0,37.31060606060606,2.2222222222222223,False,
1234,16800,70.0,11,0,3.6956521739130435,11.014492753623188,18.88888888888889,False,
1235,14400,60.0,6,0,7.6875,31.875,28.791666666666668,False,
1236,16800,70.0,12,0,1.358695652173913,9.782608695652174,19.09722222222222,False,
1237,16800,70.0,15,0,10.072463768115941,7.047101449275362,23.211805555555557,False,
1238,16800,70.0,12,0,57.46376811594203,49.27536231884058,10.677083333333334,False,
1239,20400,85.0,9,0,10.461309523809524,24.702380952380953,29.899425287356323,False,
1240,19200,80.0,17,0,48.04012345679013,8.796296296296296,21.923076923076923,False,
1241,19200,80.0,0,0,77.31481481481481,23.441358024691358,4.086538461538462,True,no_annotation
1242,16800,70.0,22,0,0.14492753623188406,68.55072463768116,5.0,False,
1243,15600,65.0,8,0,2.9356060606060606,74.90530303030303,12.658730158730158,False,
1244,16800,70.0,0,0,21.159420289855074,88.44202898550725,33.36805555555556,True,no_annotation
1245,16800,70.0,18,0,0.0,0.0,1.2673611111111112,False,
1246,16800,70.0,16,0,0.14492753623188406,14.710144927536232,41.59722222222222,False,
1247,19200,80.0,7,0,46.651234567901234,7.361111111111111,42.61217948717949,False,
1248,15600,65.0,22,0,0.6060606060606061,1.3825757575757576,2.7182539682539684,False,
1249,15600,65.0,7,0,0.4734848484848485,0.7007575757575758,14.603174603174603,False,
1250,16800,70.0,2,0,0.0,0.0,2.0659722222222223,False,
1251,16800,70.0,17,0,4.692028985507246,89.6195652173913,37.93402777777778,False,
1252,15600,65.0,16,0,42.140151515151516,9.166666666666666,48.3531746031746,False,
1253,16800,70.0,2,0,0.0,46.141304347826086,0.24305555555555555,False,
1254,16800,70.0,0,0,8.423913043478262,34.583333333333336,1.9270833333333333,True,no_annotation
1255,16800,70.0,30,0,3.532608695652174,9.184782608695652,22.083333333333332,False,
1256,20416,85.06666666666666,18,0,4.970238095238095,9.032738095238095,21.50229357798165,False,
1257,16800,70.0,11,0,0.0,0.4166666666666667,20.90277777777778,False,
1258,14400,60.0,0,0,32.9375,20.208333333333332,22.3125,True,no_annotation
1259,15600,65.0,15,0,2.5946969696969697,0.7007575757575758,15.079365079365079,False,
1260,15600,65.0,18,0,26.723484848484848,5.09469696969697,0.1388888888888889,False,
1261,15600,65.0,25,0,3.522727272727273,9.204545454545455,60.29761904761905,False,
1262,14400,60.0,10,0,38.3125,2.0208333333333335,42.041666666666664,False,
1263,16800,70.0,0,0,0.09057971014492754,23.278985507246375,24.791666666666668,True,no_annotation
1264,15600,65.0,20,0,0.2840909090909091,1.6666666666666667,22.123015873015873,False,
1265,14400,60.0,14,0,0.0,7.791666666666667,5.9375,False,
1266,14400,60.0,18,0,1.125,6.895833333333333,65.5,False,
1267,19200,80.0,0,0,16.46604938271605,0.6944444444444444,48.81410256410256,True,no_annotation
1268,14400,60.0,0,0,22.791666666666668,46.270833333333336,33.125,True,no_annotation
1269,14400,60.0,20,0,12.708333333333334,9.25,14.479166666666666,False,
1270,16800,70.0,21,0,19.293478260869566,25.634057971014492,23.333333333333332,False,
1271,19200,80.0,16,0,8.533950617283951,4.722222222222222,41.42628205128205,False,
1272,19200,80.0,10,0,0.37037037037037035,1.4351851851851851,21.602564102564102,False,
1273,15600,65.0,9,0,2.3863636363636362,16.268939393939394,0.47619047619047616,False,
1274,15542,64.75833333333334,19,0,0.0,0.4166666666666667,23.88598956242473,False,
1275,18000,75.0,0,0,23.0,7.15,14.283333333333333,True,no_annotation
1276,16800,70.0,24,0,5.815217391304348,15.054347826086957,2.9166666666666665,False,
1277,21600,90.0,12,0,11.26388888888889,7.930555555555555,71.66666666666667,False,
1278,20400,85.0,16,0,11.979166666666666,46.94940476190476,25.660919540229884,False,
1279,16800,70.0,1,0,2.717391304347826,12.192028985507246,24.84375,False,
1280,16254,67.725,4,0,60.81521739130435,13.442028985507246,45.03260452627541,False,
1281,15600,65.0,24,0,29.71590909090909,12.859848484848484,20.793650793650794,False,
1282,16800,70.0,0,0,50.0,12.119565217391305,29.34027777777778,True,no_annotation
1283,21600,90.0,33,0,0.08333333333333333,0.19444444444444445,16.819444444444443,False,
1284,15600,65.0,0,0,44.621212121212125,3.996212121212121,34.682539682539684,True,no_annotation
1285,16800,70.0,11,0,40.072463768115945,23.804347826086957,23.385416666666668,False,
1286,19200,80.0,7,0,20.030864197530864,20.169753086419753,28.141025641025642,False,
1287,18000,75.0,1,0,15.166666666666666,11.733333333333333,12.383333333333333,False,
1288,21600,90.0,0,0,31.40277777777778,19.36111111111111,10.208333333333334,True,no_annotation
1289,21600,90.0,24,0,0.4305555555555556,7.111111111111111,38.708333333333336,False,
1290,16800,70.0,23,0,9.184782608695652,0.0,18.506944444444443,False,
1291,19200,80.0,27,0,1.0339506172839505,34.151234567901234,60.73717948717949,False,
1292,16800,70.0,2,0,2.5181159420289854,0.14492753623188406,2.7083333333333335,False,
1293,15761,65.67083333333333,16,0,45.77651515151515,10.094696969696969,42.14574120361469,False,
1294,15600,65.0,14,0,21.53409090909091,0.24621212121212122,7.321428571428571,False,
1295,15600,65.0,23,0,60.56818181818182,0.45454545454545453,5.753968253968254,False,
1296,19200,80.0,4,0,17.73148148148148,24.691358024691358,27.628205128205128,False,
1297,16800,70.0,10,0,25.615942028985508,26.630434782608695,30.0,False,
1298,19200,80.0,22,0,4.938271604938271,0.10802469135802469,0.5288461538461539,False,
1299,16800,70.0,9,0,10.68840579710145,10.706521739130435,21.770833333333332,False,
1300,18000,75.0,13,0,48.3,10.9,16.183333333333334,False,
1301,15600,65.0,1,0,34.33712121212121,19.41287878787879,24.642857142857142,False,
1302,18000,75.0,17,0,14.783333333333333,17.433333333333334,15.783333333333333,False,
1303,16800,70.0,26,0,7.083333333333333,5.489130434782608,13.92361111111111,False,
1304,20400,85.0,3,0,23.675595238095237,10.714285714285714,31.408045977011493,False,
1305,21006,87.525,24,0,0.9770114942528736,0.1724137931034483,93.22607959356478,False,
1306,15600,65.0,4,0,2.727272727272727,14.659090909090908,35.75396825396825,False,
1307,16800,70.0,27,0,1.213768115942029,0.39855072463768115,11.770833333333334,False,
1308,16800,70.0,17,0,0.0,0.3079710144927536,2.0659722222222223,False,
1309,18518,77.15833333333333,22,0,6.298076923076923,4.663461538461538,69.37727724412056,False,
1310,21600,90.0,14,0,26.38888888888889,23.11111111111111,36.31944444444444,False,
1311,15600,65.0,8,0,10.43560606060606,50.01893939393939,13.76984126984127,False,
1312,16800,70.0,6,0,0.0,0.09057971014492754,44.84375,False,
1313,16800,70.0,14,0,9.692028985507246,11.068840579710145,43.90625,False,
1314,15600,65.0,20,0,0.0,0.0,0.15873015873015872,False,
1315,15600,65.0,42,1,0,0,0,False,
1316,19200,80.0,8,0,0.0,0.07716049382716049,3.5256410256410255,False,
1317,19200,80.0,18,0,0.0,2.700617283950617,4.791666666666667,False,
1318,18000,75.0,12,0,10.583333333333334,63.8,36.65,False,
1319,15600,65.0,21,0,3.882575757575758,0.0,1.626984126984127,False,
1320,15600,65.0,18,0,54.18560606060606,0.13257575757575757,13.273809523809524,False,
1321,16800,70.0,8,0,0.0,22.10144927536232,52.638888888888886,False,
1322,15600,65.0,4,0,0.22727272727272727,0.1893939393939394,1.7857142857142858,False,
1323,19200,80.0,20,0,0.5709876543209876,1.1111111111111112,3.573717948717949,False,
1324,15600,65.0,17,0,0.13257575757575757,0.17045454545454544,0.6944444444444444,False,
1325,19200,80.0,14,0,17.94753086419753,10.50925925925926,14.647435897435898,False,
1326,16800,70.0,14,0,9.003623188405797,5.634057971014493,14.756944444444445,False,
1327,16800,70.0,0,0,0.0,0.2717391304347826,14.409722222222221,True,no_annotation
1328,18000,75.0,9,0,30.066666666666666,40.63333333333333,31.283333333333335,False,
1329,19220,80.08333333333333,0,0,0.4166666666666667,0.12345679012345678,27.9073482428115,True,no_annotation
1330,19200,80.0,17,0,3.9814814814814814,12.839506172839506,8.125,False,
1331,15600,65.0,27,0,0.07575757575757576,3.446969696969697,27.023809523809526,False,
1332,19200,80.0,0,0,29.84567901234568,0.0,12.435897435897436,True,no_annotation
1333,16800,70.0,5,0,0.9963768115942029,37.01086956521739,24.67013888888889,False,
1334,16800,70.0,18,0,1.539855072463768,31.97463768115942,11.336805555555555,False,
1335,16800,70.0,0,0,1.0326086956521738,18.858695652173914,54.02777777777778,True,no_annotation
1336,16800,70.0,0,0,21.902173913043477,19.63768115942029,19.600694444444443,True,no_annotation
1337,15600,65.0,3,0,1.7613636363636365,7.462121212121212,4.007936507936508,False,
1338,18000,75.0,6,0,53.36666666666667,31.933333333333334,50.0,False,
1339,19200,80.0,0,0,19.969135802469136,4.737654320987654,12.371794871794872,True,no_annotation
1340,19200,80.0,27,0,0.0,0.21604938271604937,1.3461538461538463,False,
1341,15600,65.0,26,0,0.32196969696969696,5.303030303030303,10.178571428571429,False,
